log_step,val_loss,val_accuracy,grad_alignment
226,0.6873355790972709,0.5720000000000001,
227,0.6808938810229301,0.568,
228,0.6900951308012009,0.533,
229,0.6855961233377457,0.5409999999999999,
230,0.6762185150384903,0.589,
231,0.6875281232595444,0.568,
232,0.688602856695652,0.5579999999999999,
233,0.6867058444023132,0.5559999999999999,
234,0.6937849593162536,0.5469999999999999,
235,0.6988317430019378,0.53,
236,0.6781670245528221,0.585,
237,0.6720189124345779,0.557,
238,0.6886517542600632,0.569,
239,0.6784986931085587,0.57,
240,0.6794683319330216,0.56,
241,0.681556405723095,0.564,
242,0.663960343003273,0.5990000000000001,
243,0.6726491856575012,0.592,
244,0.6806110221147538,0.5630000000000001,
245,0.6735936295986176,0.5770000000000001,
246,0.6726959562301635,0.5680000000000001,
247,0.6798363435268402,0.5569999999999999,
248,0.6787032034993171,0.5740000000000001,
249,0.6773790889978408,0.588,
250,0.6859296935796738,0.5559999999999999,
251,0.6856255316734314,0.5489999999999999,
252,0.6795649999380111,0.5499999999999999,
253,0.6808385193347931,0.5579999999999999,
254,0.6791308104991913,0.5730000000000001,
255,0.6772287288308143,0.5640000000000001,
256,0.6702703401446343,0.593,
257,0.658907026052475,0.617,
258,0.670842080116272,0.5829999999999999,
259,0.6733023446798324,0.5920000000000001,
260,0.679843128323555,0.57,
261,0.6707089877128601,0.5890000000000001,
262,0.671575713455677,0.58,
263,0.6779909038543701,0.574,
264,0.684066328406334,0.551,
265,0.6796954995393754,0.5640000000000001,
266,0.6800416457653046,0.583,
267,0.6818782407045364,0.5710000000000001,
268,0.6760699337720871,0.585,
269,0.6832100611925125,0.546,
270,0.6787500715255738,0.5710000000000001,
271,0.6795046550035476,0.5700000000000001,
272,0.677142606973648,0.5700000000000001,
273,0.6710907804965973,0.6040000000000001,
274,0.6901390194892884,0.555,
275,0.6818435141444206,0.5730000000000001,
276,0.6748314720392227,0.5710000000000001,
277,0.6836246699094772,0.563,
278,0.6895978039503098,0.5409999999999999,
279,0.6819359409809113,0.5609999999999999,
280,0.6777568453550339,0.569,
281,0.6769720301032066,0.563,
282,0.6780784279108047,0.561,
283,0.6770663338899613,0.575,
284,0.6794923728704453,0.566,
285,0.68100421667099,0.561,
286,0.6742986506223678,0.5700000000000001,
287,0.6821164923906327,0.543,
288,0.6772546070814133,0.5619999999999999,
289,0.6784200686216354,0.58,
290,0.6838129991292954,0.541,
291,0.6815177416801452,0.563,
292,0.6766205728054047,0.562,
293,0.6758680444955826,0.5770000000000001,
294,0.6816876202821731,0.5559999999999999,
295,0.6777338671684265,0.5710000000000001,
296,0.6762673157453537,0.5619999999999999,
297,0.6747691792249679,0.58,
298,0.6751747316122055,0.581,
299,0.6787703633308411,0.569,
300,0.6803244799375534,0.5430000000000001,
301,0.67811537027359,0.547,
302,0.6753440526127815,0.5730000000000001,
303,0.6724832844734192,0.5890000000000001,
304,0.6702338564395904,0.5710000000000001,
305,0.6804341173171997,0.579,
306,0.6817504239082336,0.569,
307,0.6774692928791046,0.5760000000000001,
308,0.6752570885419845,0.569,
309,0.6812087994813919,0.5710000000000001,
310,0.6811493730545044,0.5690000000000001,
311,0.681076227426529,0.5559999999999999,
312,0.687394964993,0.551,
313,0.6807921642065048,0.5640000000000002,
314,0.6763966572284699,0.5820000000000001,
315,0.6765643870830536,0.565,
316,0.6754461896419525,0.557,
317,0.6811425113677978,0.5559999999999998,
318,0.6798281157016755,0.5780000000000001,
319,0.6779812330007553,0.562,
320,0.6789298588037491,0.579,
321,0.6760656601190567,0.5670000000000001,
322,0.6762173402309418,0.5760000000000001,
323,0.6793691682815551,0.5800000000000001,
324,0.6829266089200974,0.5650000000000001,
325,0.679460555613041,0.565,
326,0.6808332031965256,0.556,
327,0.6801105827093125,0.5660000000000001,
328,0.6902139800786972,0.5489999999999999,
329,0.6843231928348541,0.5589999999999999,
330,0.690857645869255,0.536,
331,0.6887689757347107,0.55,
332,0.6793593513965607,0.56,
333,0.6761176180839539,0.573,
334,0.6845417660474777,0.5589999999999999,
335,0.6856128042936325,0.564,
336,0.6892201310396194,0.5670000000000001,
337,0.6869925701618195,0.5489999999999999,
338,0.6823607605695724,0.575,
339,0.6849613612890244,0.549,
340,0.6797548574209213,0.5770000000000001,
341,0.6795208966732025,0.5670000000000001,
342,0.6756900674104691,0.5780000000000001,
343,0.6848000836372375,0.56,
344,0.6791858780384064,0.569,
345,0.6836917716264724,0.5489999999999999,
346,0.6842357558012009,0.559,
347,0.6815080624818802,0.557,
348,0.6846356600522995,0.5670000000000001,
349,0.6675485730171203,0.591,
350,0.6752707427740097,0.604,
351,0.6794045433402062,0.583,
352,0.6767934000492096,0.5830000000000001,
353,0.6781633859872818,0.575,
354,0.6760105663537979,0.581,
355,0.6833496379852295,0.562,
356,0.6814520817995071,0.5830000000000001,
357,0.689381731748581,0.5539999999999999,
358,0.6889363861083985,0.55,
359,0.6810792344808578,0.5660000000000001,
360,0.6895325911045075,0.5450000000000002,
361,0.6810265094041824,0.566,
362,0.6901901364326477,0.548,
363,0.6796141672134399,0.578,
364,0.6681792545318603,0.581,
365,0.6780690017342568,0.575,
366,0.6656440982222557,0.599,
367,0.6714256727695465,0.59,
368,0.6567101845145226,0.628,
369,0.6560794773697853,0.624,
370,0.6658427855372429,0.609,
371,0.6317882949113846,0.6629999999999999,
372,0.6289665433764458,0.657,
373,0.6408074560761452,0.6299999999999999,
374,0.6573680803179741,0.62,
375,0.6476264402270318,0.623,
376,0.6419820120930672,0.633,
377,0.6421508124470711,0.635,
378,0.6405584594607353,0.6269999999999999,
379,0.6394798403978348,0.627,
380,0.6441984778642654,0.64,
381,0.6347887054085731,0.6489999999999999,
382,0.6275296658277512,0.653,
383,0.6238493663072586,0.667,
384,0.62825021982193,0.654,
385,0.6265767008066178,0.6539999999999999,
386,0.6318670165538788,0.65,
387,0.6286268386244774,0.6510000000000001,
388,0.6202191334962844,0.652,
389,0.6108589980006218,0.6619999999999999,
390,0.612621308863163,0.657,
391,0.6034932425618171,0.6539999999999999,
392,0.6160517099499703,0.6719999999999999,
393,0.6142326268553734,0.6739999999999999,
394,0.6058152011036873,0.6699999999999998,
395,0.6104688715934753,0.6719999999999999,
396,0.6033670103549957,0.6809999999999998,
397,0.612131470143795,0.666,
398,0.5990212845802307,0.6859999999999999,
399,0.5972191429138184,0.6779999999999999,
400,0.6105114221572876,0.672,
401,0.60927390396595,0.6829999999999999,
402,0.5985465088486671,0.6750000000000002,
403,0.6097712048888206,0.6729999999999999,
404,0.6097852462530136,0.661,
405,0.6062764900922776,0.676,
406,0.5854010990262032,0.6960000000000001,
407,0.6121728265285492,0.6699999999999998,
408,0.6046384561061859,0.6769999999999999,
409,0.6095397657155991,0.6629999999999999,
410,0.60919632345438,0.6680000000000001,
411,0.6207527878880501,0.6530000000000001,
412,0.6021127808094024,0.6789999999999999,
413,0.6172833940386773,0.6770000000000002,
414,0.6072139108181,0.6659999999999999,
415,0.6035876387357711,0.6629999999999999,
416,0.6045532950758934,0.6819999999999999,
417,0.5937649291753769,0.687,
418,0.595460712313652,0.684,
419,0.6210777169466019,0.676,
420,0.5997566214203834,0.6829999999999998,
421,0.60694231569767,0.6520000000000001,
422,0.6229720783233642,0.652,
423,0.6117941272258759,0.6589999999999999,
424,0.6193710947036744,0.6579999999999999,
425,0.5989129993319512,0.6960000000000002,
426,0.5878250482678413,0.6729999999999998,
427,0.599344535768032,0.6940000000000001,
428,0.6035725647211074,0.6609999999999999,
429,0.614793281853199,0.6629999999999999,
430,0.5977179530262947,0.681,
431,0.610091964006424,0.661,
432,0.6012367820739746,0.677,
433,0.6145243722200394,0.68,
434,0.6100342586636543,0.6759999999999999,
435,0.6098713037371636,0.665,
436,0.6001603758335113,0.6699999999999998,
437,0.5993239545822143,0.6699999999999998,
438,0.6145550259947776,0.6600000000000001,
439,0.5974525859951973,0.6779999999999999,
440,0.5981976497173309,0.6740000000000002,
441,0.6008581891655922,0.676,
442,0.6079938879609108,0.685,
443,0.5990983536839485,0.6770000000000002,
444,0.6026460230350494,0.6779999999999999,
445,0.603708488047123,0.679,
446,0.6049185600876809,0.676,
447,0.6094875586032867,0.669,
448,0.5988391700387001,0.693,
449,0.6001737067103385,0.6809999999999999,
450,0.6181715548038482,0.6639999999999999,
451,0.6169385257363319,0.67,
452,0.623075592815876,0.66,
453,0.6206991475820541,0.66,
454,0.5852657198905945,0.689,
455,0.6124568727612495,0.6669999999999999,
456,0.6110260573029518,0.6629999999999999,
457,0.5930774641036988,0.6900000000000002,
458,0.5881443297863007,0.693,
459,0.6204341346025467,0.6579999999999998,
460,0.5887982016801834,0.6819999999999999,
461,0.593600050508976,0.7,
462,0.6280374747514724,0.6600000000000001,
463,0.6128950816392899,0.675,
464,0.6070911180973053,0.68,
465,0.6133353593945503,0.6560000000000001,
466,0.6108571884036064,0.6679999999999999,
467,0.6168071189522744,0.6550000000000001,
468,0.6112513688206672,0.6680000000000001,
469,0.6311469051241875,0.6689999999999999,
470,0.6218646463751792,0.666,
471,0.6105069214105606,0.667,
472,0.6087302666902542,0.676,
473,0.607741566002369,0.6829999999999998,
474,0.6252529871463776,0.6629999999999998,
475,0.6167084294557571,0.6789999999999999,
476,0.5930505853891372,0.693,
477,0.6110050553083419,0.6729999999999999,
478,0.6067280834913253,0.6759999999999999,
479,0.6042234501242638,0.676,
480,0.6202680602669716,0.6539999999999999,
481,0.6170370590686798,0.674,
482,0.6394806826114654,0.644,
483,0.6163503161072731,0.6680000000000001,
484,0.6041474667191505,0.6740000000000002,
485,0.6089371529221534,0.6799999999999998,
486,0.6328837129473687,0.657,
487,0.6039129009842873,0.684,
488,0.5964030459523201,0.6930000000000001,
489,0.5968580037355423,0.695,
490,0.6176365181803704,0.6669999999999999,
491,0.6302069500088692,0.6709999999999999,
492,0.6189817124605179,0.6709999999999999,
493,0.6238294157385826,0.6639999999999999,
494,0.6083296561241149,0.67,
495,0.6027346485853196,0.6729999999999999,
496,0.6120300540328025,0.682,
497,0.6049836921691895,0.674,
498,0.606141310930252,0.675,
499,0.6009948626160622,0.6830000000000002,
500,0.5873902559280395,0.6920000000000002,
501,0.6147150820493699,0.6779999999999998,
502,0.611194657087326,0.671,
503,0.6155979472398758,0.677,
504,0.6026443168520927,0.667,
505,0.6119761046767235,0.6890000000000002,
506,0.6015897354483605,0.6789999999999999,
507,0.6042987835407257,0.6910000000000001,
508,0.6175705885887146,0.665,
509,0.590829754769802,0.6890000000000002,
510,0.602394526898861,0.6739999999999999,
511,0.6281195098161697,0.6639999999999999,
512,0.6213076001405716,0.662,
513,0.5962671947479248,0.676,
514,0.6020988494157791,0.6809999999999999,
515,0.629162739366293,0.6779999999999999,
516,0.6336024793982505,0.6739999999999999,
517,0.6137360173463822,0.6779999999999999,
518,0.6104909051954747,0.679,
519,0.6059499570727348,0.6940000000000001,
520,0.6114595112204552,0.6709999999999999,
521,0.6260091561079025,0.664,
522,0.6034143543243409,0.6740000000000002,
523,0.6327607929706573,0.6669999999999999,
524,0.6160610458254814,0.6679999999999999,
525,0.609070495069027,0.6910000000000001,
526,0.6192337462306022,0.661,
527,0.6187625467777252,0.677,
528,0.6080523803830147,0.686,
529,0.6035855174064636,0.685,
530,0.6200529778003693,0.6729999999999999,
531,0.625861078798771,0.679,
532,0.603903429210186,0.6839999999999999,
533,0.6039050482213497,0.696,
534,0.6204208101332188,0.67,
535,0.6227556011080742,0.6659999999999999,
536,0.630541305243969,0.665,
537,0.6404726344347,0.661,
538,0.6203482925891877,0.6759999999999999,
539,0.6298415166139603,0.6729999999999999,
540,0.6117485502362251,0.6709999999999999,
541,0.6140293246507644,0.6769999999999999,
542,0.61644586160779,0.6850000000000002,
543,0.6171008929610252,0.682,
544,0.6088784092664719,0.685,
545,0.6263180404901505,0.6700000000000002,
546,0.6202805659174919,0.6799999999999998,
547,0.6142684313654899,0.6839999999999999,
548,0.6373668277263641,0.654,
549,0.6145108458399773,0.6829999999999999,
550,0.6114881739020348,0.677,
551,0.6416023337841034,0.6649999999999998,
552,0.6258927583694458,0.6609999999999999,
553,0.6197860446572304,0.676,
554,0.6286012536287308,0.655,
555,0.6237063279747963,0.6869999999999997,
556,0.6271949529647827,0.6739999999999999,
557,0.6167919817566871,0.677,
558,0.6323965573310852,0.6489999999999999,
559,0.6148930579423905,0.6709999999999999,
560,0.6068730413913727,0.682,
561,0.632787154018879,0.6869999999999998,
562,0.6209913948178292,0.6689999999999999,
563,0.62446115732193,0.6779999999999999,
564,0.6132918229699135,0.679,
565,0.6382795292139053,0.6729999999999999,
566,0.6321090123057366,0.6629999999999998,
567,0.6202023395895958,0.667,
568,0.6514594015479088,0.654,
569,0.6158923381567001,0.6599999999999998,
570,0.6072690835595131,0.6940000000000001,
571,0.6341646254062653,0.6410000000000001,
572,0.6580998170375824,0.64,
573,0.6571965959668159,0.659,
574,0.6216653001308441,0.6769999999999999,
575,0.6415168252587319,0.6779999999999999,
576,0.6519458287954331,0.6609999999999999,
577,0.6382050281763076,0.659,
578,0.6461912181973457,0.6339999999999999,
579,0.648646024465561,0.6509999999999999,
580,0.6466662925481796,0.6459999999999999,
581,0.6478220397233962,0.6510000000000001,
582,0.6435766530036926,0.653,
583,0.6315443846583366,0.669,
584,0.6208440497517586,0.6779999999999999,
585,0.6370605996251106,0.667,
586,0.6484904481470585,0.6709999999999999,
587,0.6376049333810806,0.6559999999999999,
588,0.6374180668592453,0.6639999999999999,
589,0.6461301951110363,0.655,
590,0.6435043454170227,0.6549999999999998,
591,0.6526581659913063,0.657,
592,0.6408567109704018,0.652,
593,0.6465958750247955,0.661,
594,0.6271193927526474,0.67,
595,0.6430204853415489,0.647,
596,0.6295437291264534,0.665,
597,0.6416870644688606,0.6509999999999999,
598,0.6442208203673363,0.6410000000000001,
599,0.6413440433144569,0.6749999999999998,
600,0.6484370398521423,0.6609999999999999,
601,0.6418970569968223,0.6430000000000001,
602,0.6444397592544555,0.66,
603,0.6530506007373333,0.662,
604,0.6620280689001083,0.627,
605,0.6809160010516644,0.6360000000000001,
606,0.6597438073158264,0.653,
607,0.6446457639336586,0.665,
608,0.674831029176712,0.6409999999999999,
609,0.6717535173892974,0.6260000000000001,
610,0.6572948542237281,0.649,
611,0.67901292309165,0.6349999999999999,
612,0.6686532190442085,0.649,
613,0.6784424436092377,0.65,
614,0.6446254199743271,0.6639999999999999,
615,0.6734782060980797,0.637,
616,0.6626357951760292,0.654,
617,0.6647796529531479,0.644,
618,0.6515279074013233,0.648,
619,0.6436071842908859,0.6430000000000001,
620,0.6676909020543098,0.6349999999999999,
621,0.7015879301726818,0.647,
622,0.6668674144148826,0.653,
623,0.7030709159374237,0.622,
624,0.6677374657988548,0.65,
625,0.6520360705256462,0.649,
626,0.6948303972184658,0.627,
627,0.6887458026409149,0.649,
628,0.6640848419070244,0.623,
629,0.6615605521202087,0.6579999999999998,
630,0.6682415246963501,0.6509999999999999,
631,0.7052079990506173,0.64,
632,0.6969288340210915,0.643,
633,0.7030407962203026,0.6409999999999999,
634,0.7224775838851929,0.6329999999999999,
635,0.6839766395092011,0.6569999999999999,
636,0.6863505357503891,0.6319999999999999,
637,0.6486289136111736,0.6629999999999999,
638,0.7012209500372409,0.6289999999999999,
639,0.6696463751792908,0.6509999999999999,
640,0.6647898972034454,0.649,
641,0.6357411703467369,0.6799999999999998,
642,0.699343899935484,0.6410000000000001,
643,0.6964787462353706,0.6439999999999999,
644,0.6875407472252846,0.6480000000000001,
645,0.690680744946003,0.637,
646,0.6933324654400349,0.633,
647,0.6724043008685112,0.6389999999999999,
648,0.6744245758652687,0.6509999999999999,
649,0.6709701001644135,0.638,
650,0.6516284692287445,0.6639999999999999,
651,0.7016309013962746,0.6459999999999999,
652,0.7288867397606373,0.6200000000000001,
653,0.6983041140437126,0.6580000000000001,
654,0.6915356600284577,0.644,
655,0.6678131602704525,0.65,
656,0.6732412606477738,0.6509999999999999,
657,0.6774545328319073,0.6339999999999999,
658,0.6799720856547355,0.639,
659,0.6793631720542908,0.635,
660,0.6902103683352471,0.632,
661,0.7069103781878948,0.65,
662,0.705520643889904,0.66,
663,0.6910057650506496,0.6559999999999999,
664,0.6918892319500446,0.6509999999999999,
665,0.6808999209105968,0.662,
666,0.6892264023423195,0.64,
667,0.6802644726634025,0.665,
668,0.6887729206681251,0.6549999999999998,
669,0.6986199125647545,0.6549999999999998,
670,0.6758754272758961,0.64,
671,0.7325000166893005,0.638,
672,0.7264841037988663,0.633,
673,0.7032628378272057,0.6510000000000001,
674,0.6877505534887314,0.6539999999999999,
675,0.6710304886102676,0.6579999999999999,
676,0.7119316890835762,0.6359999999999999,
677,0.692776830792427,0.6379999999999999,
678,0.6679276748001576,0.665,
679,0.6683251330256462,0.647,
680,0.6896059268712997,0.6479999999999998,
681,0.7467302575707435,0.627,
682,0.7390141732990742,0.623,
683,0.7648874971270562,0.593,
684,0.7435788841545582,0.625,
685,0.720975621342659,0.6389999999999999,
686,0.7082823164761066,0.631,
687,0.7051566717028618,0.629,
688,0.720864686369896,0.622,
689,0.7135924769937992,0.6539999999999999,
690,0.6811370767652989,0.648,
691,0.7398323553800583,0.638,
692,0.7224869303405285,0.638,
693,0.741996804177761,0.623,
694,0.7348980396986008,0.6339999999999999,
695,0.7395134988427162,0.62,
696,0.7125723746418953,0.642,
697,0.7030151495337487,0.618,
698,0.695765706896782,0.6360000000000001,
699,0.6905320079624653,0.638,
700,0.685586466640234,0.6480000000000001,
701,0.7163493265211582,0.637,
702,0.7499248310923576,0.627,
703,0.6834113384783268,0.65,
704,0.7082698020339012,0.6459999999999999,
705,0.7256927041709423,0.617,
706,0.7369846403598785,0.632,
707,0.7107765728235245,0.644,
708,0.7076685050129891,0.6250000000000001,
709,0.695913927257061,0.635,
710,0.7266893833875656,0.643,
711,0.7122527252137661,0.643,
712,0.7207191798090935,0.6500000000000001,
713,0.7482350969314575,0.635,
714,0.735268323123455,0.64,
715,0.7224537926912308,0.6270000000000001,
716,0.6898631617426872,0.625,
717,0.7230264215171337,0.623,
718,0.7310741287469864,0.6349999999999999,
719,0.695902052372694,0.6280000000000001,
720,0.682701518535614,0.653,
721,0.7192486821115017,0.647,
722,0.7317517246305942,0.6459999999999999,
723,0.7517456924915313,0.6179999999999999,
724,0.771756691634655,0.629,
725,0.7194960168004036,0.628,
726,0.6991395978629589,0.6560000000000001,
727,0.7232697968184948,0.6410000000000001,
728,0.7077443116903305,0.6459999999999999,
729,0.7331633789837361,0.6349999999999999,
730,0.7093520331382751,0.6260000000000001,
731,0.7133055478334427,0.654,
732,0.7646389704942703,0.643,
733,0.7286348156630993,0.643,
734,0.724546823501587,0.638,
735,0.7138070741295814,0.638,
736,0.7106421825289726,0.6619999999999999,
737,0.7387877462804318,0.638,
738,0.7190825180709361,0.63,
739,0.7116148249804973,0.65,
740,0.7200086139142513,0.63,
741,0.7617947854101658,0.623,
742,0.7245866104960441,0.6330000000000001,
743,0.7385444054007531,0.633,
744,0.7141895639896393,0.633,
745,0.720455487370491,0.645,
746,0.7383219276368618,0.6350000000000001,
747,0.716733912229538,0.621,
748,0.7081020995974541,0.643,
749,0.7346730767190457,0.6240000000000001,
750,0.7056336806714535,0.64,
751,0.7349172124266624,0.647,
752,0.7682015407085419,0.632,
753,0.7592917495965957,0.624,
754,0.7418344692885875,0.6380000000000001,
755,0.7005367007851601,0.644,
756,0.7109993451833725,0.6439999999999999,
757,0.7807003964483737,0.621,
758,0.7335469350218773,0.648,
759,0.7378886777162552,0.633,
760,0.750004516839981,0.627,
761,0.7505148321390152,0.647,
762,0.7725352920591831,0.627,
763,0.7894944554567337,0.6210000000000001,
764,0.7306171575188637,0.631,
765,0.7462637397646904,0.6299999999999999,
766,0.7458524830639363,0.629,
